seqnames	start	end	width	strand	promoterId	geneId	internalPromoter
chr8	90633104	90633104	1	-	prmtr.95934	ENSG00000251136.4	FALSE
chr8	90635433	90635433	1	-	prmtr.95935	ENSG00000251136.4	FALSE
chr8	90734578	90734578	1	-	prmtr.95936	ENSG00000251136.4	TRUE
chr8	90737158	90737158	1	-	prmtr.95937	ENSG00000251136.4	TRUE
chr8	90769955	90769955	1	-	prmtr.95938	ENSG00000251136.4	FALSE
chr3	138801219	138801219	1	-	prmtr.95939	ENSG00000251137.1	NA
chr12	74686724	74686724	1	-	prmtr.95940	ENSG00000251138.2	FALSE
chr12	74796315	74796315	1	-	prmtr.95941	ENSG00000251138.2	FALSE
chr4	185734773	185734773	1	+	prmtr.95942	ENSG00000251139.1	FALSE
chr5	44808879	44808879	1	-	prmtr.95943	ENSG00000251141.1	FALSE
chr8	58152616	58152616	1	+	prmtr.95944	ENSG00000251142.1	FALSE
chr11	71725337	71725337	1	+	prmtr.95945	ENSG00000251143.1	FALSE
chr5	174247030	174247030	1	+	prmtr.95946	ENSG00000251144.1	FALSE
chr4	185832506	185832506	1	-	prmtr.95947	ENSG00000251147.1	NA
chr4	2297311	2297311	1	+	prmtr.95948	ENSG00000251148.1	FALSE
chr4	102893580	102893580	1	+	prmtr.95949	ENSG00000251149.1	NA
chr12	54378108	54378108	1	-	prmtr.95950	ENSG00000251151.2	NA
chr12	54378622	54378622	1	-	prmtr.95951	ENSG00000251151.2	FALSE
chr12	54379303	54379303	1	-	prmtr.95952	ENSG00000251151.2	FALSE
chr4	11470874	11470874	1	+	prmtr.95953	ENSG00000251152.1	FALSE
chr7	90099101	90099101	1	+	prmtr.95954	ENSG00000251154.1	FALSE
chr4	119561828	119561828	1	+	prmtr.95955	ENSG00000251155.2	NA
chr5	69199025	69199025	1	-	prmtr.95956	ENSG00000251158.1	NA
chr4	44535632	44535632	1	+	prmtr.95957	ENSG00000251159.1	NA
chr15	41199009	41199009	1	+	prmtr.95958	ENSG00000251161.2	FALSE
chr4	165518871	165518871	1	+	prmtr.95959	ENSG00000251162.1	NA
chr5	42897934	42897934	1	-	prmtr.95960	ENSG00000251163.1	NA
chr6	8652370	8652370	1	+	prmtr.95961	ENSG00000251164.1	FALSE
chr4	187347447	187347447	1	-	prmtr.95962	ENSG00000251165.1	FALSE
chr4	187422151	187422151	1	-	prmtr.95963	ENSG00000251165.1	FALSE
chr4	3891976	3891976	1	-	prmtr.95964	ENSG00000251166.1	NA
chr5	7924405	7924405	1	+	prmtr.95965	ENSG00000251168.1	FALSE
chr5	133842243	133842243	1	+	prmtr.95966	ENSG00000251169.2	FALSE
chr4	105151537	105151537	1	+	prmtr.95967	ENSG00000251170.1	FALSE
chr4	105154934	105154934	1	+	prmtr.95968	ENSG00000251170.1	FALSE
chr4	170122945	170122945	1	+	prmtr.95969	ENSG00000251171.1	FALSE
chr3	97200350	97200350	1	-	prmtr.95970	ENSG00000251172.1	NA
chr4	41258744	41258744	1	-	prmtr.95971	ENSG00000251173.1	FALSE
chr4	176415765	176415765	1	+	prmtr.95972	ENSG00000251174.1	NA
chr4	106748329	106748329	1	-	prmtr.95973	ENSG00000251175.1	FALSE
chr4	172485418	172485418	1	-	prmtr.95974	ENSG00000251176.1	FALSE
chr4	70451245	70451245	1	-	prmtr.95975	ENSG00000251177.2	FALSE
chr3	129754382	129754382	1	-	prmtr.95976	ENSG00000251178.1	NA
chr17	48365216	48365216	1	-	prmtr.95977	ENSG00000251179.1	FALSE
chr4	31172766	31172766	1	+	prmtr.95978	ENSG00000251182.1	FALSE
chr5	153278547	153278547	1	-	prmtr.95979	ENSG00000251183.1	FALSE
chr9	131703757	131703757	1	+	prmtr.95980	ENSG00000251184.1	FALSE
chr4	76286392	76286392	1	-	prmtr.95981	ENSG00000251185.1	FALSE
chr4	8456669	8456669	1	-	prmtr.95982	ENSG00000251186.1	FALSE
chr5	111527717	111527717	1	+	prmtr.95983	ENSG00000251187.1	FALSE
chr5	111540134	111540134	1	+	prmtr.95984	ENSG00000251187.1	FALSE
chr4	263320	263320	1	-	prmtr.95985	ENSG00000251188.1	NA
chr5	38682172	38682172	1	+	prmtr.95986	ENSG00000251189.1	FALSE
chr8	29592739	29592739	1	-	prmtr.95987	ENSG00000251191.3	FALSE
chr8	29605625	29605625	1	-	prmtr.95988	ENSG00000251191.3	FALSE
chrX	46383053	46383053	1	-	prmtr.95989	ENSG00000251192.3	FALSE
chrX	46389103	46389103	1	-	prmtr.95990	ENSG00000251192.3	TRUE
chrX	46404046	46404046	1	-	prmtr.95991	ENSG00000251192.3	TRUE
chrX	46404892	46404892	1	-	prmtr.95992	ENSG00000251192.3	FALSE
chr5	97073598	97073598	1	+	prmtr.95993	ENSG00000251193.1	NA
chr11	35234097	35234097	1	+	prmtr.95994	ENSG00000251194.2	FALSE
chr4	130098541	130098541	1	+	prmtr.95995	ENSG00000251195.1	FALSE
chr5	10656037	10656037	1	-	prmtr.95996	ENSG00000251196.1	FALSE
chr4	135248628	135248628	1	-	prmtr.95997	ENSG00000251199.1	FALSE
chr4	170867132	170867132	1	+	prmtr.95998	ENSG00000251200.1	FALSE
chr5	114952261	114952261	1	-	prmtr.95999	ENSG00000251201.4	TRUE
chr5	114961858	114961858	1	-	prmtr.96000	ENSG00000251201.4	TRUE
chr8	26291581	26291581	1	-	prmtr.96001	ENSG00000251203.1	FALSE
chr5	105752942	105752942	1	-	prmtr.96002	ENSG00000251204.1	NA
chr5	142938784	142938784	1	+	prmtr.96003	ENSG00000251205.2	FALSE
chr5	66563850	66563850	1	+	prmtr.96004	ENSG00000251206.1	FALSE
chr15	98417780	98417780	1	-	prmtr.96005	ENSG00000251209.3	FALSE
chr4	12225075	12225075	1	+	prmtr.96006	ENSG00000251210.1	FALSE
chr5	177592703	177592703	1	+	prmtr.96007	ENSG00000251211.1	NA
chr4	17063501	17063501	1	+	prmtr.96008	ENSG00000251212.1	NA
chr4	175090064	175090064	1	-	prmtr.96009	ENSG00000251213.1	FALSE
chr5	123796242	123796242	1	-	prmtr.96010	ENSG00000251214.1	NA
chr5	39170437	39170437	1	-	prmtr.96011	ENSG00000251215.1	FALSE
chr4	174912012	174912012	1	-	prmtr.96012	ENSG00000251216.1	FALSE
chr8	135862178	135862178	1	+	prmtr.96013	ENSG00000251218.1	FALSE
chr4	101712392	101712392	1	-	prmtr.96014	ENSG00000251219.1	FALSE
chr4	23516907	23516907	1	-	prmtr.96015	ENSG00000251220.2	NA
chr5	79918343	79918343	1	-	prmtr.96016	ENSG00000251221.1	FALSE
chr4	156382389	156382389	1	-	prmtr.96017	ENSG00000251223.1	NA
chr3	32778946	32778946	1	-	prmtr.96018	ENSG00000251224.1	FALSE
chr11	134605490	134605490	1	+	prmtr.96019	ENSG00000251226.1	FALSE
chr4	135865430	135865430	1	+	prmtr.96020	ENSG00000251228.1	NA
chr4	2508006	2508006	1	-	prmtr.96021	ENSG00000251229.1	FALSE
chr4	185776905	185776905	1	-	prmtr.96022	ENSG00000251230.1	FALSE
chr8	94955105	94955105	1	-	prmtr.96023	ENSG00000251234.1	FALSE
chr5	75672500	75672500	1	+	prmtr.96024	ENSG00000251235.2	NA
chr4	69679713	69679713	1	+	prmtr.96025	ENSG00000251236.1	NA
chr5	52185498	52185498	1	+	prmtr.96026	ENSG00000251237.1	NA
chr17	48709301	48709301	1	-	prmtr.96027	ENSG00000251239.1	FALSE
chr5	133056625	133056625	1	-	prmtr.96028	ENSG00000251243.1	NA
chr4	156436879	156436879	1	+	prmtr.96029	ENSG00000251244.1	FALSE
chr1	155036224	155036224	1	+	prmtr.96030	ENSG00000251246.1	FALSE
chr19	37341263	37341263	1	+	prmtr.96031	ENSG00000251247.5	FALSE
chr19	37341778	37341778	1	+	prmtr.96032	ENSG00000251247.5	FALSE
chr19	37342065	37342065	1	+	prmtr.96033	ENSG00000251247.5	TRUE
chr19	37363600	37363600	1	+	prmtr.96034	ENSG00000251247.5	TRUE
chr4	143435599	143435599	1	+	prmtr.96035	ENSG00000251248.1	FALSE
chr4	152877143	152877143	1	+	prmtr.96036	ENSG00000251249.1	FALSE
chr5	7326177	7326177	1	+	prmtr.96037	ENSG00000251250.1	FALSE
chr4	14508104	14508104	1	-	prmtr.96038	ENSG00000251252.1	NA
chr4	163243340	163243340	1	+	prmtr.96039	ENSG00000251253.1	FALSE
chr4	148427243	148427243	1	+	prmtr.96040	ENSG00000251254.1	NA
chr4	55711734	55711734	1	+	prmtr.96041	ENSG00000251256.1	FALSE
chr5	38468441	38468441	1	-	prmtr.96042	ENSG00000251257.1	FALSE
chr6	112668532	112668532	1	+	prmtr.96043	ENSG00000251258.1	TRUE
chr4	106061776	106061776	1	-	prmtr.96044	ENSG00000251259.1	FALSE
chr4	85724411	85724411	1	+	prmtr.96045	ENSG00000251260.1	FALSE
chr5	101152484	101152484	1	-	prmtr.96046	ENSG00000251261.3	NA
chr4	55312890	55312890	1	-	prmtr.96047	ENSG00000251264.1	FALSE
chr4	59850000	59850000	1	+	prmtr.96048	ENSG00000251266.1	FALSE
chr4	59879291	59879291	1	+	prmtr.96049	ENSG00000251266.1	FALSE
chr3	140843024	140843024	1	-	prmtr.96050	ENSG00000251270.1	FALSE
chr4	3937174	3937174	1	+	prmtr.96051	ENSG00000251271.2	FALSE
chr4	3940250	3940250	1	+	prmtr.96052	ENSG00000251271.2	TRUE
chr5	25190765	25190765	1	-	prmtr.96053	ENSG00000251273.1	FALSE
chr5	124068940	124068940	1	+	prmtr.96054	ENSG00000251274.1	NA
chrY	6111670	6111670	1	-	prmtr.96055	ENSG00000251275.1	FALSE
chr7	78569166	78569166	1	+	prmtr.96056	ENSG00000251276.1	FALSE
chr4	10294332	10294332	1	-	prmtr.96057	ENSG00000251278.1	NA
chr5	60457897	60457897	1	+	prmtr.96058	ENSG00000251279.1	FALSE
chr5	33017713	33017713	1	-	prmtr.96059	ENSG00000251281.1	FALSE
chr4	157563606	157563606	1	-	prmtr.96060	ENSG00000251283.1	FALSE
chr4	69990992	69990992	1	+	prmtr.96061	ENSG00000251284.2	NA
chr4	89144989	89144989	1	-	prmtr.96062	ENSG00000251285.2	FALSE
chr4	53307701	53307701	1	-	prmtr.96063	ENSG00000251286.2	NA
chr3	129800674	129800674	1	+	prmtr.96064	ENSG00000251287.4	FALSE
chr3	129807872	129807872	1	+	prmtr.96065	ENSG00000251287.4	FALSE
chr3	129812749	129812749	1	+	prmtr.96066	ENSG00000251287.4	FALSE
chr4	103672558	103672558	1	+	prmtr.96067	ENSG00000251288.2	NA
chr4	135345022	135345022	1	+	prmtr.96068	ENSG00000251291.1	FALSE
chr4	23735202	23735202	1	-	prmtr.96069	ENSG00000251292.1	FALSE
chr5	119669197	119669197	1	-	prmtr.96070	ENSG00000251293.1	FALSE
chr5	24554127	24554127	1	+	prmtr.96071	ENSG00000251294.1	FALSE
chr4	10169389	10169389	1	-	prmtr.96072	ENSG00000251296.1	NA
chr4	190906026	190906026	1	-	prmtr.96073	ENSG00000251297.1	FALSE
chr4	148538396	148538396	1	-	prmtr.96074	ENSG00000251298.1	FALSE
chr13	25517713	25517713	1	+	prmtr.96075	ENSG00000251299.1	FALSE
chr4	143966239	143966239	1	+	prmtr.96076	ENSG00000251300.1	NA
chr12	68729561	68729561	1	-	prmtr.96077	ENSG00000251301.2	FALSE
chr12	68777385	68777385	1	-	prmtr.96078	ENSG00000251301.2	FALSE
chr12	68797580	68797580	1	-	prmtr.96079	ENSG00000251301.2	FALSE
chr12	68826434	68826434	1	-	prmtr.96080	ENSG00000251301.2	FALSE
chr12	68835996	68835996	1	-	prmtr.96081	ENSG00000251301.2	FALSE
chr12	68845443	68845443	1	-	prmtr.96082	ENSG00000251301.2	FALSE
chr5	59926341	59926341	1	+	prmtr.96083	ENSG00000251303.1	NA
chr5	17486336	17486336	1	+	prmtr.96084	ENSG00000251304.2	NA
chr5	58824687	58824687	1	+	prmtr.96085	ENSG00000251306.1	NA
chr5	54529762	54529762	1	+	prmtr.96086	ENSG00000251307.1	FALSE
chr4	116064138	116064138	1	+	prmtr.96087	ENSG00000251308.1	NA
chr4	102958060	102958060	1	-	prmtr.96088	ENSG00000251309.1	FALSE
chr4	190114254	190114254	1	+	prmtr.96089	ENSG00000251310.1	FALSE
chr5	116097905	116097905	1	-	prmtr.96090	ENSG00000251311.1	FALSE
chr4	111984739	111984739	1	+	prmtr.96091	ENSG00000251312.2	NA
chr4	9032012	9032012	1	+	prmtr.96092	ENSG00000251313.1	NA
chr5	95297705	95297705	1	+	prmtr.96093	ENSG00000251314.2	FALSE
chr5	95920197	95920197	1	+	prmtr.96094	ENSG00000251314.2	FALSE
chr4	14127963	14127963	1	+	prmtr.96095	ENSG00000251317.1	NA
chr5	147266675	147266675	1	+	prmtr.96096	ENSG00000251320.1	NA
chr4	80748625	80748625	1	+	prmtr.96097	ENSG00000251321.1	FALSE
chr22	51112843	51112843	1	+	prmtr.96098	ENSG00000251322.3	FALSE
chr11	78140882	78140882	1	-	prmtr.96099	ENSG00000251323.2	FALSE
chr5	72768721	72768721	1	-	prmtr.96100	ENSG00000251324.1	FALSE
chr4	27268876	27268876	1	-	prmtr.96101	ENSG00000251325.1	FALSE
chr4	131297384	131297384	1	+	prmtr.96102	ENSG00000251326.1	FALSE
chr4	32352660	32352660	1	+	prmtr.96103	ENSG00000251329.1	FALSE
chr5	147810370	147810370	1	-	prmtr.96104	ENSG00000251330.3	FALSE
chr4	82965397	82965397	1	-	prmtr.96105	ENSG00000251331.2	FALSE
chr4	37997824	37997824	1	-	prmtr.96106	ENSG00000251332.1	NA
chr4	146296695	146296695	1	+	prmtr.96107	ENSG00000251333.3	NA
chr4	48938599	48938599	1	+	prmtr.96108	ENSG00000251334.2	NA
chr4	182751126	182751126	1	-	prmtr.96109	ENSG00000251336.1	FALSE
chr4	10297203	10297203	1	-	prmtr.96110	ENSG00000251338.1	NA
chr4	59842815	59842815	1	-	prmtr.96111	ENSG00000251339.1	FALSE
chr4	59849870	59849870	1	-	prmtr.96112	ENSG00000251339.1	FALSE
chr5	93905245	93905245	1	+	prmtr.96113	ENSG00000251340.1	NA
chr5	75374491	75374491	1	+	prmtr.96114	ENSG00000251342.1	NA
chr4	130054261	130054261	1	+	prmtr.96115	ENSG00000251345.2	NA
chr8	93984803	93984803	1	+	prmtr.96116	ENSG00000251347.2	NA
chr5	95104703	95104703	1	+	prmtr.96117	ENSG00000251348.1	NA
chr9	103204553	103204553	1	+	prmtr.96118	ENSG00000251349.3	FALSE
chr4	44018878	44018878	1	+	prmtr.96119	ENSG00000251350.1	FALSE
chr5	180099598	180099598	1	-	prmtr.96120	ENSG00000251352.1	NA
chr4	25722053	25722053	1	-	prmtr.96121	ENSG00000251353.1	NA
chr8	48460488	48460488	1	-	prmtr.96122	ENSG00000251354.3	FALSE
chr5	90772199	90772199	1	+	prmtr.96123	ENSG00000251356.1	NA
chr22	24204375	24204375	1	+	prmtr.96124	ENSG00000251357.4	TRUE
chr4	184020352	184020352	1	-	prmtr.96125	ENSG00000251359.3	NA
chr6	73919803	73919803	1	-	prmtr.96126	ENSG00000251360.2	FALSE
chr5	92404375	92404375	1	-	prmtr.96127	ENSG00000251361.1	FALSE
chr14	41424103	41424103	1	+	prmtr.96128	ENSG00000251363.2	FALSE
chr11	7456861	7456861	1	-	prmtr.96129	ENSG00000251364.2	FALSE
chr11	7461923	7461923	1	-	prmtr.96130	ENSG00000251364.2	TRUE
chr11	7482575	7482575	1	-	prmtr.96131	ENSG00000251364.2	TRUE
chr11	7487066	7487066	1	-	prmtr.96132	ENSG00000251364.2	FALSE
chr11	7533746	7533746	1	-	prmtr.96133	ENSG00000251364.2	FALSE
chr5	6766004	6766004	1	+	prmtr.96134	ENSG00000251365.1	FALSE
chr5	79899463	79899463	1	-	prmtr.96135	ENSG00000251366.1	NA
chr5	108803054	108803054	1	+	prmtr.96136	ENSG00000251367.1	NA
chr5	55046229	55046229	1	-	prmtr.96137	ENSG00000251368.1	NA
chr19	58059361	58059361	1	-	prmtr.96138	ENSG00000251369.4	TRUE
chr19	58067728	58067728	1	-	prmtr.96139	ENSG00000251369.4	TRUE
chr19	58071231	58071231	1	-	prmtr.96140	ENSG00000251369.4	FALSE
chr5	9511445	9511445	1	+	prmtr.96141	ENSG00000251370.1	FALSE
chr5	4640844	4640844	1	+	prmtr.96142	ENSG00000251371.1	FALSE
chr4	139230865	139230865	1	+	prmtr.96143	ENSG00000251372.1	FALSE
chr4	29408722	29408722	1	+	prmtr.96144	ENSG00000251373.1	NA
chr5	81561078	81561078	1	-	prmtr.96145	ENSG00000251374.1	NA
chr5	54350256	54350256	1	+	prmtr.96146	ENSG00000251376.1	FALSE
chr4	153146551	153146551	1	-	prmtr.96147	ENSG00000251377.1	FALSE
chr4	153147022	153147022	1	-	prmtr.96148	ENSG00000251377.1	FALSE
chr7	45858181	45858181	1	+	prmtr.96149	ENSG00000251378.1	NA
chr4	15421656	15421656	1	-	prmtr.96150	ENSG00000251379.1	FALSE
chr5	134783038	134783038	1	-	prmtr.96151	ENSG00000251380.2	NA
chr11	13005839	13005839	1	-	prmtr.96152	ENSG00000251381.2	FALSE
chr11	13011095	13011095	1	-	prmtr.96153	ENSG00000251381.2	FALSE
chr4	76279286	76279286	1	+	prmtr.96154	ENSG00000251383.1	FALSE
chr4	65474549	65474549	1	-	prmtr.96155	ENSG00000251385.2	NA
chr5	139154991	139154991	1	-	prmtr.96156	ENSG00000251387.1	FALSE
chr4	134931845	134931845	1	-	prmtr.96157	ENSG00000251388.1	FALSE
chr5	96704480	96704480	1	+	prmtr.96158	ENSG00000251389.1	NA
chr5	65594296	65594296	1	+	prmtr.96159	ENSG00000251391.4	FALSE
chr14	73929129	73929129	1	+	prmtr.96160	ENSG00000251393.3	FALSE
chr5	82722495	82722495	1	+	prmtr.96161	ENSG00000251395.1	NA
chr8	61325813	61325813	1	-	prmtr.96162	ENSG00000251396.2	FALSE
chr8	61326489	61326489	1	-	prmtr.96163	ENSG00000251396.2	FALSE
chr8	61421318	61421318	1	-	prmtr.96164	ENSG00000251396.2	FALSE
chr8	61429354	61429354	1	-	prmtr.96165	ENSG00000251396.2	FALSE
chr4	133512244	133512244	1	+	prmtr.96166	ENSG00000251398.1	FALSE
chr4	80517696	80517696	1	+	prmtr.96167	ENSG00000251399.1	FALSE
chr5	76586093	76586093	1	+	prmtr.96168	ENSG00000251400.1	NA
chr4	91604147	91604147	1	+	prmtr.96169	ENSG00000251401.2	NA
chr8	12275599	12275599	1	-	prmtr.96170	ENSG00000251402.3	FALSE
chr5	156792509	156792509	1	-	prmtr.96171	ENSG00000251405.2	FALSE
chr5	156887086	156887086	1	-	prmtr.96172	ENSG00000251405.2	FALSE
chr4	156384975	156384975	1	-	prmtr.96173	ENSG00000251407.1	NA
chr4	6204055	6204055	1	+	prmtr.96174	ENSG00000251408.1	FALSE
chr5	95188425	95188425	1	-	prmtr.96175	ENSG00000251409.1	FALSE
chr4	27986685	27986685	1	-	prmtr.96176	ENSG00000251410.1	FALSE
chr4	87835970	87835970	1	-	prmtr.96177	ENSG00000251411.1	FALSE
chr4	14410702	14410702	1	-	prmtr.96178	ENSG00000251412.1	FALSE
chr10	49833138	49833138	1	-	prmtr.96179	ENSG00000251413.1	FALSE
chr5	175781209	175781209	1	+	prmtr.96180	ENSG00000251414.1	FALSE
chr4	178612222	178612222	1	-	prmtr.96181	ENSG00000251416.1	FALSE
chr16	28814097	28814097	1	+	prmtr.96182	ENSG00000251417.1	FALSE
chr4	149448291	149448291	1	-	prmtr.96183	ENSG00000251418.2	NA
chr5	75128589	75128589	1	-	prmtr.96184	ENSG00000251419.1	NA
chr5	123731296	123731296	1	+	prmtr.96185	ENSG00000251421.1	FALSE
chr5	13860447	13860447	1	+	prmtr.96186	ENSG00000251423.1	FALSE
chr4	69700086	69700086	1	-	prmtr.96187	ENSG00000251424.1	NA
chr5	5047567	5047567	1	-	prmtr.96188	ENSG00000251426.1	FALSE
chr5	5049610	5049610	1	-	prmtr.96189	ENSG00000251426.1	FALSE
chr4	70010452	70010452	1	+	prmtr.96190	ENSG00000251427.1	FALSE
chr4	159191530	159191530	1	+	prmtr.96191	ENSG00000251429.1	FALSE
chr4	159192795	159192795	1	+	prmtr.96192	ENSG00000251429.1	TRUE
chr4	159198910	159198910	1	+	prmtr.96193	ENSG00000251429.1	NA
chr4	65472136	65472136	1	+	prmtr.96194	ENSG00000251430.1	NA
chr19	54809423	54809423	1	-	prmtr.96195	ENSG00000251431.1	FALSE
chr4	129213906	129213906	1	+	prmtr.96196	ENSG00000251432.2	FALSE
chr4	129349225	129349225	1	+	prmtr.96197	ENSG00000251432.2	FALSE
chr4	129376324	129376324	1	+	prmtr.96198	ENSG00000251432.2	FALSE
chr4	129391661	129391661	1	+	prmtr.96199	ENSG00000251432.2	FALSE
chr4	182827620	182827620	1	-	prmtr.96200	ENSG00000251433.1	NA
chr4	31351906	31351906	1	+	prmtr.96201	ENSG00000251434.1	FALSE
chr5	55488357	55488357	1	+	prmtr.96202	ENSG00000251435.1	NA
chr4	126604823	126604823	1	-	prmtr.96203	ENSG00000251436.2	FALSE
chr4	99898268	99898268	1	-	prmtr.96204	ENSG00000251437.1	NA
chr4	36394032	36394032	1	-	prmtr.96205	ENSG00000251438.1	FALSE
chr17	39343388	39343388	1	-	prmtr.96206	ENSG00000251439.1	NA
chr4	138347018	138347018	1	-	prmtr.96207	ENSG00000251440.2	NA
chr4	113277291	113277291	1	+	prmtr.96208	ENSG00000251441.2	NA
chr4	79567057	79567057	1	+	prmtr.96209	ENSG00000251442.1	FALSE
chr5	33229841	33229841	1	+	prmtr.96210	ENSG00000251443.1	FALSE
chr4	169931581	169931581	1	+	prmtr.96211	ENSG00000251445.1	FALSE
chr5	176166459	176166459	1	-	prmtr.96212	ENSG00000251446.1	FALSE
chr3	131256529	131256529	1	-	prmtr.96213	ENSG00000251447.1	NA
chr3	126012867	126012867	1	-	prmtr.96214	ENSG00000251448.1	FALSE
chr4	93623496	93623496	1	+	prmtr.96215	ENSG00000251449.2	NA
chr5	80248799	80248799	1	-	prmtr.96216	ENSG00000251450.1	FALSE
chr5	80256726	80256726	1	-	prmtr.96217	ENSG00000251450.1	FALSE
chr7	65874226	65874226	1	-	prmtr.96218	ENSG00000251451.1	FALSE
chr4	145842316	145842316	1	-	prmtr.96219	ENSG00000251452.2	NA
chr5	139961089	139961089	1	+	prmtr.96220	ENSG00000251453.1	NA
chr4	76284234	76284234	1	-	prmtr.96221	ENSG00000251454.1	FALSE
chr4	152595635	152595635	1	+	prmtr.96222	ENSG00000251455.1	FALSE
chr5	124070868	124070868	1	-	prmtr.96223	ENSG00000251456.1	NA
chr5	175558464	175558464	1	-	prmtr.96224	ENSG00000251458.1	FALSE
chr4	58357556	58357556	1	+	prmtr.96225	ENSG00000251459.1	FALSE
chr4	8068255	8068255	1	+	prmtr.96226	ENSG00000251460.1	FALSE
chr17	47091087	47091087	1	-	prmtr.96227	ENSG00000251461.3	FALSE
chr4	119115906	119115906	1	-	prmtr.96228	ENSG00000251463.2	NA
chr4	111321667	111321667	1	-	prmtr.96229	ENSG00000251464.2	NA
chr5	72292747	72292747	1	+	prmtr.96230	ENSG00000251467.1	NA
chr8	12815896	12815896	1	+	prmtr.96231	ENSG00000251468.2	FALSE
chr8	47609252	47609252	1	+	prmtr.96232	ENSG00000251470.1	FALSE
chr3	139556062	139556062	1	+	prmtr.96233	ENSG00000251471.1	FALSE
chr4	106025161	106025161	1	-	prmtr.96234	ENSG00000251473.2	NA
chr3	129115136	129115136	1	-	prmtr.96235	ENSG00000251474.2	TRUE
chr3	129115979	129115979	1	-	prmtr.96236	ENSG00000251474.2	TRUE
chr3	129118282	129118282	1	-	prmtr.96237	ENSG00000251474.2	FALSE
chr3	129118498	129118498	1	-	prmtr.96238	ENSG00000251474.2	FALSE
chr5	5397081	5397081	1	-	prmtr.96239	ENSG00000251476.2	NA
chr5	117057792	117057792	1	-	prmtr.96240	ENSG00000251477.1	FALSE
chr5	41587889	41587889	1	-	prmtr.96241	ENSG00000251478.1	FALSE
chr4	150711104	150711104	1	+	prmtr.96242	ENSG00000251482.1	NA
chr4	111866955	111866955	1	-	prmtr.96243	ENSG00000251483.2	NA
chr1	109647388	109647388	1	-	prmtr.96244	ENSG00000251484.3	FALSE
chr2	233207826	233207826	1	+	prmtr.96245	ENSG00000251485.1	NA
chr5	19038908	19038908	1	-	prmtr.96246	ENSG00000251487.1	FALSE
chr4	133902832	133902832	1	-	prmtr.96247	ENSG00000251488.1	FALSE
chr4	70754595	70754595	1	+	prmtr.96248	ENSG00000251489.2	NA
chr4	188438362	188438362	1	-	prmtr.96249	ENSG00000251490.1	FALSE
chr2	159718823	159718823	1	+	prmtr.96250	ENSG00000251491.2	NA
chr4	136926057	136926057	1	-	prmtr.96251	ENSG00000251492.1	NA
chr5	72744352	72744352	1	-	prmtr.96252	ENSG00000251493.2	FALSE
chr5	81305913	81305913	1	-	prmtr.96253	ENSG00000251495.1	NA
chr12	123565931	123565931	1	+	prmtr.96254	ENSG00000251497.2	FALSE
chr12	123567337	123567337	1	+	prmtr.96255	ENSG00000251497.2	TRUE
chr4	69841711	69841711	1	-	prmtr.96256	ENSG00000251498.1	FALSE
chr4	43588345	43588345	1	+	prmtr.96257	ENSG00000251501.1	NA
chr1	10490159	10490159	1	+	prmtr.96258	ENSG00000251503.3	FALSE
chr1	10491315	10491315	1	+	prmtr.96259	ENSG00000251503.3	FALSE
chr1	10494724	10494724	1	+	prmtr.96260	ENSG00000251503.3	TRUE
chr4	178829090	178829090	1	-	prmtr.96261	ENSG00000251504.1	FALSE
chr5	4970538	4970538	1	-	prmtr.96262	ENSG00000251506.1	FALSE
chr1	233431473	233431473	1	-	prmtr.96263	ENSG00000251508.1	FALSE
chrY	20653626	20653626	1	+	prmtr.96264	ENSG00000251510.1	FALSE
chr4	157507131	157507131	1	+	prmtr.96265	ENSG00000251511.1	FALSE
chr5	96519303	96519303	1	+	prmtr.96266	ENSG00000251513.1	FALSE
chr5	39572741	39572741	1	-	prmtr.96267	ENSG00000251515.1	NA
chr4	22609124	22609124	1	+	prmtr.96268	ENSG00000251516.1	FALSE
chr4	42708124	42708124	1	+	prmtr.96269	ENSG00000251517.1	FALSE
chr5	37948593	37948593	1	+	prmtr.96270	ENSG00000251518.1	FALSE
chr1	180933647	180933647	1	+	prmtr.96271	ENSG00000251520.1	FALSE
chr8	82539184	82539184	1	-	prmtr.96272	ENSG00000251521.2	FALSE
chr8	82543369	82543369	1	-	prmtr.96273	ENSG00000251521.2	FALSE
chr4	99417515	99417515	1	+	prmtr.96274	ENSG00000251523.1	FALSE
chrX	101428072	101428072	1	+	prmtr.96275	ENSG00000251525.2	FALSE
chrX	101437288	101437288	1	+	prmtr.96276	ENSG00000251525.2	TRUE
chr4	124426434	124426434	1	+	prmtr.96277	ENSG00000251526.1	FALSE
chr4	66724479	66724479	1	+	prmtr.96278	ENSG00000251527.1	FALSE
chr4	69745849	69745849	1	-	prmtr.96279	ENSG00000251529.1	FALSE
chr5	1551825	1551825	1	-	prmtr.96280	ENSG00000251532.1	FALSE
chr14	103655365	103655365	1	-	prmtr.96281	ENSG00000251533.2	FALSE
chr4	330575	330575	1	-	prmtr.96282	ENSG00000251535.1	NA
chr12	130339489	130339489	1	-	prmtr.96283	ENSG00000251536.2	FALSE
chr17	15554967	15554967	1	-	prmtr.96284	ENSG00000251537.4	TRUE
chr5	122040764	122040764	1	-	prmtr.96285	ENSG00000251538.1	FALSE
chr5	122066380	122066380	1	-	prmtr.96286	ENSG00000251538.1	FALSE
chr4	49563496	49563496	1	+	prmtr.96287	ENSG00000251539.1	NA
